"country","year","currency","inflation","stockmarket","domdebt","extdebt","banking"
"Switzerland",1992,0,0,0,0,0,0
"Switzerland",1993,0,0,1,0,0,0
"Switzerland",1994,0,0,0,0,0,0
"Switzerland",1995,0,0,1,0,0,0
"Switzerland",1996,0,0,0,0,0,0
"Switzerland",1997,0,0,1,0,0,0
"Switzerland",1998,0,0,0,0,0,0
"Switzerland",1999,1,0,0,0,0,0
"Switzerland",2000,0,0,0,0,0,0
"Switzerland",2001,0,0,0,0,0,0
"Spain",1816,0,0,0,0,0,1
"Spain",1817,0,0,0,0,0,1
"Spain",1818,0,0,0,0,0,0
"Spain",1819,0,0,0,0,0,0
"Spain",1820,0,0,0,0,1,0
"Spain",1821,0,0,0,0,0,0
"Spain",1822,0,0,0,0,0,0
"Spain",1823,0,0,0,0,0,0
"Spain",1824,0,1,0,0,1,0
"Spain",1825,0,0,0,0,1,0
"Spain",1826,0,0,0,0,1,0
"Spain",1827,0,0,0,0,1,0
"Spain",1828,0,0,0,0,1,0
"Spain",1829,0,0,0,0,1,1
"Spain",1830,0,0,0,0,1,0
"Spain",1831,0,0,0,0,1,0
"Spain",1832,0,0,0,0,1,0
"Spain",1833,0,0,0,0,1,0
"Spain",1834,0,0,0,0,1,0
"Spain",1835,0,0,0,0,0,0
"Spain",1836,0,0,0,0,0,0
"Spain",1837,0,0,0,0,1,0
"Spain",1838,0,0,0,0,1,0
"Spain",1839,0,0,0,0,1,0
"Spain",1840,0,0,0,0,1,0
"Spain",1841,0,0,0,0,1,0
"Spain",1842,0,0,0,0,1,0
"Spain",1843,0,0,0,0,1,0
"Spain",1844,0,0,0,0,1,0
"Spain",1845,0,0,0,0,1,0
"Spain",1846,0,0,0,0,1,1
"Spain",1847,0,1,0,0,1,1
"Spain",1848,0,0,0,0,1,0
"Spain",1849,0,0,0,0,1,0
"Spain",1850,0,0,0,0,1,0
"Spain",1851,0,0,0,0,1,0
"Spain",1852,0,0,0,0,1,0
"Spain",1853,0,0,0,0,1,0
"Spain",1854,0,0,0,0,1,0
"Spain",1855,0,0,0,0,1,0
"Spain",1856,0,0,0,0,1,0
"Spain",1857,0,0,0,0,1,0
"Spain",1858,0,0,0,0,1,0
"Spain",1859,0,0,0,0,1,0
"Spain",1860,0,0,0,0,1,0
"Spain",1861,0,0,0,0,1,0
"Spain",1862,0,0,0,0,1,0
"Spain",1863,0,0,0,0,1,0
"Spain",1864,0,0,0,0,1,0
"Spain",1865,0,0,0,0,1,0
"Spain",1866,0,0,0,0,1,0
"Spain",1867,0,0,0,0,1,0
"Spain",1868,0,0,0,0,0,0
"Spain",1869,0,0,0,0,0,0
"Spain",1870,0,0,0,0,0,0
"Spain",1871,0,0,0,0,0,0
"Spain",1872,0,0,0,0,0,0
"Spain",1873,0,0,0,0,0,0
"Spain",1874,0,0,0,0,0,0
"Spain",1875,0,0,0,0,0,0
"Spain",1876,0,0,0,0,0,0
"Spain",1877,0,0,0,0,1,0
"Spain",1878,0,0,0,0,1,0
"Spain",1879,0,0,0,0,1,0
"Spain",1880,0,0,0,0,1,0
"Spain",1881,0,0,0,0,1,0
"Spain",1882,0,0,0,0,1,0
"Spain",1883,0,0,1,0,0,0
"Spain",1884,0,0,1,0,0,0
"Spain",1885,0,0,0,0,0,0
"Spain",1886,0,0,0,0,0,0
"Spain",1887,0,0,0,0,0,0
"Spain",1888,0,0,0,0,0,0
"Spain",1889,0,0,0,0,0,0
"Spain",1890,0,0,0,0,0,0
"Spain",1891,0,0,0,0,0,0
"Spain",1892,0,0,0,0,0,0
"Spain",1893,0,0,0,0,0,0
"Spain",1894,0,0,0,0,0,0
"Spain",1895,0,0,0,0,0,0
"Spain",1896,0,0,0,0,0,0
"Spain",1897,0,0,0,0,0,0
"Spain",1898,1,0,0,0,0,0
"Spain",1899,0,0,0,0,0,0
"Spain",1900,0,0,0,0,0,0
"Spain",1901,0,0,0,0,0,0
"Spain",1902,0,0,0,0,0,0
"Spain",1903,0,0,0,0,0,0
"Spain",1904,0,0,0,0,0,0
"Spain",1905,0,0,0,0,0,0
"Spain",1906,0,0,0,0,0,0
"Spain",1907,0,0,0,0,0,0
"Spain",1908,0,0,0,0,0,0
"Spain",1909,0,0,0,0,0,0
"Spain",1910,0,0,0,0,0,0
"Spain",1911,0,0,0,0,0,0
"Spain",1912,0,0,0,0,0,0
"Spain",1913,0,0,0,0,0,0
"Spain",1914,0,0,1,0,0,0
"Spain",1915,0,0,1,0,0,0
"Spain",1916,0,0,1,0,0,0
"Spain",1917,0,0,1,0,0,0
"Spain",1918,1,0,1,0,0,0
"Spain",1919,0,0,1,0,0,0
"Spain",1920,0,0,1,0,0,1
"Spain",1921,1,0,0,0,0,1
"Spain",1922,0,0,0,0,0,1
"Spain",1923,0,0,0,0,0,1
"Spain",1924,0,0,0,0,0,1
"Spain",1925,0,0,0,0,0,1
"Spain",1926,0,0,0,0,0,0
"Spain",1927,0,0,0,0,0,0
"Spain",1928,0,0,1,0,0,0
"Spain",1929,1,0,1,0,0,0
"Spain",1930,1,0,1,0,0,0
"Spain",1931,1,0,1,0,0,1
"Spain",1932,0,0,0,0,0,0
"Spain",1933,0,0,0,0,0,0
"Spain",1934,0,0,0,0,0,0
"Spain",1935,0,0,1,0,0,0
"Spain",1936,1,0,1,1,0,0
"Spain",1937,1,0,0,1,0,0
"Spain",1938,1,0,0,1,0,0
"Spain",1939,0,0,0,1,0,0
"Spain",1940,0,1,0,0,0,0
"Spain",1941,0,1,0,0,0,0
"Spain",1942,0,0,0,0,0,0
"Spain",1943,0,0,0,0,0,0
"Spain",1944,0,0,0,0,0,0
"Spain",1945,0,0,0,0,0,0
"Spain",1946,1,0,0,0,0,0
"Spain",1947,0,0,1,0,0,0
"Spain",1948,0,0,1,0,0,0
"Spain",1949,1,0,1,0,0,0
"Spain",1950,1,0,1,0,0,0
"Spain",1951,0,0,0,0,0,0
"Spain",1952,0,0,0,0,0,0
"Spain",1953,0,0,0,0,0,0
"Spain",1954,0,0,0,0,0,0
"Spain",1955,0,0,0,0,0,0
"Spain",1956,0,0,0,0,0,0
"Spain",1957,0,0,1,0,0,0
"Spain",1958,0,0,1,0,0,0
"Spain",1959,1,0,1,0,0,0
"Spain",1960,1,0,0,0,0,0
"Spain",1961,0,0,0,0,0,0
"Spain",1962,0,0,0,0,0,0
"Spain",1963,0,0,0,0,0,0
"Spain",1964,0,0,1,0,0,0
"Spain",1965,0,0,1,0,0,0
"Spain",1966,0,0,1,0,0,0
"Spain",1967,1,0,1,0,0,0
"Spain",1968,0,0,0,0,0,0
"Spain",1969,0,0,0,0,0,0
"Spain",1970,0,0,0,0,0,0
"Spain",1971,0,0,0,0,0,0
"Spain",1972,0,0,0,0,0,0
"Spain",1973,0,0,0,0,0,0
"Spain",1974,0,0,1,0,0,0
"Spain",1975,0,0,1,0,0,0
"Spain",1976,0,0,1,0,0,0
"Spain",1977,1,1,1,0,0,1
"Spain",1978,0,0,1,0,0,1
"Spain",1979,0,0,1,0,0,1
"Spain",1980,0,0,1,0,0,1
"Spain",1981,0,0,0,0,0,1
"Spain",1982,1,0,1,0,0,1
"Spain",1983,0,0,0,0,0,1
"Spain",1984,0,0,0,0,0,1
"Spain",1985,0,0,0,0,0,1
"Spain",1986,0,0,0,0,0,0
"Spain",1987,0,0,0,0,0,0
"Spain",1988,0,0,0,0,0,0
"Spain",1989,0,0,0,0,0,0
"Spain",1990,0,0,1,0,0,0
"Spain",1991,0,0,0,0,0,0
"Spain",1992,0,0,0,0,0,0
"Spain",1993,1,0,0,0,0,0
"Spain",1994,0,0,0,0,0,0
"Spain",1995,0,0,0,0,0,0
"Spain",1996,0,0,0,0,0,0
"Spain",1997,0,0,0,0,0,0
"Spain",1998,0,0,0,0,0,0
"Spain",1999,0,0,0,0,0,0
"Spain",2000,0,0,1,0,0,0
"Spain",2001,0,0,1,0,0,0
"Portugal",1816,0,1,NA,0,0,0
"Portugal",1817,0,1,NA,0,0,0
"Portugal",1818,0,0,NA,0,0,0
"Portugal",1819,0,0,NA,0,0,0
"Portugal",1820,0,1,NA,0,0,0
"Portugal",1821,0,0,NA,0,0,0
"Portugal",1822,0,0,NA,0,0,0
"Portugal",1823,0,0,NA,0,0,0
"Portugal",1824,0,0,NA,0,0,0
"Portugal",1825,0,0,NA,0,0,0
"Portugal",1826,0,0,NA,0,0,0
"Portugal",1827,0,0,NA,0,0,0
"Portugal",1828,0,0,NA,0,1,1
"Portugal",1829,0,0,NA,0,0,0
"Portugal",1830,0,0,NA,0,0,0
"Portugal",1831,0,0,NA,0,0,0
"Portugal",1832,0,0,NA,0,0,0
"Portugal",1833,0,0,NA,0,0,0
"Portugal",1834,0,0,NA,0,0,0
"Portugal",1835,0,0,NA,0,0,0
"Portugal",1836,0,0,NA,0,0,0
"Portugal",1837,0,0,NA,0,1,0
"Portugal",1838,0,0,NA,0,1,0
"Portugal",1839,0,0,NA,0,1,0
"Portugal",1840,0,1,NA,0,1,0
"Portugal",1841,0,0,NA,0,1,0
"Portugal",1842,0,0,NA,0,0,0
"Portugal",1843,0,0,NA,0,0,0
"Portugal",1844,0,0,NA,0,0,0
"Portugal",1845,0,0,NA,0,0,0
"Portugal",1846,0,1,NA,0,0,1
"Portugal",1847,0,0,NA,0,0,1
"Portugal",1848,0,0,NA,0,0,0
"Portugal",1849,0,0,NA,0,0,0
"Portugal",1850,0,0,NA,0,1,0
"Portugal",1851,0,0,NA,0,1,0
"Portugal",1852,0,0,NA,0,1,0
"Portugal",1853,0,0,NA,0,1,0
"Portugal",1854,0,0,NA,0,1,0
"Portugal",1855,0,1,NA,0,1,0
"Portugal",1856,0,1,NA,0,1,0
"Portugal",1857,0,0,NA,0,0,0
"Portugal",1858,0,0,NA,0,0,0
"Portugal",1859,0,0,NA,0,0,0
"Portugal",1860,0,0,NA,0,0,0
"Portugal",1861,0,0,NA,0,0,0
"Portugal",1862,0,0,NA,0,0,0
"Portugal",1863,0,0,NA,0,0,0
"Portugal",1864,0,0,0,0,0,0
"Portugal",1865,0,0,0,0,0,0
"Portugal",1866,0,0,0,0,0,0
"Portugal",1867,0,1,0,0,0,0
"Portugal",1868,0,0,0,0,0,0
"Portugal",1869,0,0,0,0,0,0
"Portugal",1870,0,0,0,0,0,0
"Portugal",1871,0,0,0,0,0,0
"Portugal",1872,0,0,0,0,0,0
"Portugal",1873,0,0,0,0,0,0
"Portugal",1874,0,0,0,0,0,0
"Portugal",1875,0,0,0,0,0,0
"Portugal",1876,0,0,0,0,0,0
"Portugal",1877,0,0,0,0,0,0
"Portugal",1878,0,0,0,0,0,0
"Portugal",1879,0,0,0,0,0,0
"Portugal",1880,0,0,0,0,0,0
"Portugal",1881,0,0,0,0,0,0
"Portugal",1882,0,0,0,0,0,0
"Portugal",1883,0,0,0,0,0,0
"Portugal",1884,0,0,0,0,0,0
"Portugal",1885,0,0,0,0,0,0
"Portugal",1886,0,0,0,0,0,0
"Portugal",1887,0,0,0,0,0,0
"Portugal",1888,0,0,0,0,0,0
"Portugal",1889,0,0,0,0,0,0
"Portugal",1890,0,0,0,0,0,1
"Portugal",1891,1,0,0,0,0,0
"Portugal",1892,0,0,0,0,1,0
"Portugal",1893,0,0,0,0,1,0
"Portugal",1894,0,0,0,0,1,0
"Portugal",1895,0,0,0,0,1,0
"Portugal",1896,0,0,0,0,1,0
"Portugal",1897,0,0,0,0,1,0
"Portugal",1898,0,0,0,0,1,0
"Portugal",1899,0,0,0,0,1,0
"Portugal",1900,0,0,0,0,1,0
"Portugal",1901,0,0,0,0,1,0
"Portugal",1902,0,0,0,0,0,0
"Portugal",1903,0,0,0,0,0,0
"Portugal",1904,0,0,0,0,0,0
"Portugal",1905,0,0,0,0,0,0
"Portugal",1906,0,0,0,0,0,0
"Portugal",1907,0,0,0,0,0,0
"Portugal",1908,0,0,0,0,0,0
"Portugal",1909,0,0,0,0,0,0
"Portugal",1910,0,0,0,0,0,0
"Portugal",1911,0,0,0,0,0,0
"Portugal",1912,0,0,0,0,0,0
"Portugal",1913,0,0,0,0,0,0
"Portugal",1914,0,0,0,0,0,0
"Portugal",1915,0,0,0,0,0,0
"Portugal",1916,0,0,0,0,0,0
"Portugal",1917,0,0,0,0,0,0
"Portugal",1918,0,1,0,0,0,0
"Portugal",1919,0,0,0,0,0,0
"Portugal",1920,0,1,0,0,0,1
"Portugal",1921,0,1,0,0,0,0
"Portugal",1922,1,0,0,0,0,0
"Portugal",1923,0,1,0,0,0,1
"Portugal",1924,0,1,0,0,0,0
"Portugal",1925,0,0,0,0,0,0
"Portugal",1926,0,0,0,0,0,0
"Portugal",1927,0,0,0,0,0,0
"Portugal",1928,0,0,0,0,0,0
"Portugal",1929,0,0,0,0,0,0
"Portugal",1930,0,0,0,0,0,0
"Portugal",1931,0,0,0,0,0,1
"Portugal",1932,0,0,0,0,0,1
"Portugal",1933,0,0,0,0,0,0
"Portugal",1934,0,0,0,0,0,0
"Portugal",1935,0,0,0,0,0,0
"Portugal",1936,0,0,0,0,0,0
"Portugal",1937,0,0,1,0,0,0
"Portugal",1938,0,0,1,0,0,0
"Portugal",1939,0,0,0,0,0,0
"Portugal",1940,0,0,0,0,0,0
"Portugal",1941,0,0,0,0,0,0
"Portugal",1942,0,0,0,0,0,0
"Portugal",1943,0,0,0,0,0,0
"Portugal",1944,0,0,0,0,0,0
"Portugal",1945,0,0,1,0,0,0
"Portugal",1946,0,0,1,0,0,0
"Portugal",1947,0,0,1,0,0,0
"Portugal",1948,0,0,1,0,0,0
"Portugal",1949,0,0,1,0,0,0
"Portugal",1950,0,0,0,0,0,0
"Portugal",1951,0,0,0,0,0,0
"Portugal",1952,0,0,0,0,0,0
"Portugal",1953,0,0,0,0,0,0
"Portugal",1954,0,0,0,0,0,0
"Portugal",1955,0,0,1,0,0,0
"Portugal",1956,0,0,1,0,0,0
"Portugal",1957,0,0,1,0,0,0
"Portugal",1958,0,0,1,0,0,0
"Portugal",1959,0,0,1,0,0,0
"Portugal",1960,0,0,1,0,0,0
"Portugal",1961,0,0,1,0,0,0
"Portugal",1962,0,0,1,0,0,0
"Portugal",1963,0,0,0,0,0,0
"Portugal",1964,0,0,0,0,0,0
"Portugal",1965,0,0,0,0,0,0
"Portugal",1966,0,0,0,0,0,0
"Portugal",1967,0,0,0,0,0,0
"Portugal",1968,0,0,0,0,0,0
"Portugal",1969,0,0,0,0,0,0
"Portugal",1970,0,0,0,0,0,0
"Portugal",1971,0,0,0,0,0,0
"Portugal",1972,0,0,0,0,0,0
"Portugal",1973,0,0,0,0,0,0
"Portugal",1974,0,1,1,0,0,0
"Portugal",1975,0,0,0,0,0,0
"Portugal",1976,1,0,0,0,0,0
"Portugal",1977,1,0,0,0,0,0
"Portugal",1978,0,0,1,0,0,0
"Portugal",1979,0,0,0,0,0,0
"Portugal",1980,0,0,0,0,0,0
"Portugal",1981,1,0,1,0,0,0
"Portugal",1982,1,1,0,0,0,0
"Portugal",1983,1,1,1,0,0,0
"Portugal",1984,1,1,0,0,0,0
"Portugal",1985,0,0,0,0,0,0
"Portugal",1986,0,0,0,0,0,0
"Portugal",1987,0,0,0,0,0,0
"Portugal",1988,0,0,1,0,0,0
"Portugal",1989,0,0,0,0,0,0
"Portugal",1990,0,0,1,0,0,0
"Portugal",1991,0,0,1,0,0,0
"Portugal",1992,0,0,1,0,0,0
"Portugal",1993,0,0,0,0,0,0
"Portugal",1994,0,0,0,0,0,0
"Portugal",1995,0,0,0,0,0,0
"Portugal",1996,0,0,0,0,0,0
"Portugal",1997,0,0,0,0,0,0
"Portugal",1998,0,0,0,0,0,0
"Portugal",1999,0,0,0,0,0,0
"Portugal",2000,0,0,1,0,0,0
"Portugal",2001,0,0,1,0,0,0
"Germany",1816,0,1,0,0,0,0
"Germany",1817,0,1,0,0,0,0
"Germany",1818,0,0,0,0,0,0
"Germany",1819,0,0,0,0,0,0
"Germany",1820,0,0,0,0,0,0
"Germany",1821,0,0,0,0,0,0
"Germany",1822,0,0,0,0,0,0
"Germany",1823,0,0,0,0,0,0
"Germany",1824,0,0,0,0,0,0
"Germany",1825,0,0,0,0,0,0
"Germany",1826,0,0,0,0,0,0
"Germany",1827,0,1,0,0,0,0
"Germany",1828,0,1,0,0,0,0
"Germany",1829,0,0,0,0,0,0
"Germany",1830,0,0,0,0,0,0
"Germany",1831,0,0,0,0,0,0
"Germany",1832,0,0,0,0,0,0
"Germany",1833,0,0,0,0,0,0
"Germany",1834,0,0,0,0,0,0
"Germany",1835,0,0,0,0,0,0
"Germany",1836,0,0,0,0,0,0
"Germany",1837,0,0,0,0,0,0
"Germany",1838,0,1,0,0,0,0
"Germany",1839,0,0,0,0,0,0
"Germany",1840,0,0,0,0,0,0
"Germany",1841,0,0,0,0,0,0
"Germany",1842,0,0,0,0,0,0
"Germany",1843,0,0,0,0,0,0
"Germany",1844,0,0,0,0,0,0
"Germany",1845,0,0,0,0,0,0
"Germany",1846,0,1,0,0,0,0
"Germany",1847,0,1,0,0,0,0
"Germany",1848,0,0,0,0,0,0
"Germany",1849,0,0,0,0,0,0
"Germany",1850,0,0,0,0,1,0
"Germany",1851,0,1,0,0,0,0
"Germany",1852,0,0,0,0,0,0
"Germany",1853,0,0,0,0,0,0
"Germany",1854,0,1,0,0,0,0
"Germany",1855,0,0,0,0,0,0
"Germany",1856,0,0,0,0,0,0
"Germany",1857,0,0,0,0,0,1
"Germany",1858,0,0,0,0,0,0
"Germany",1859,0,0,0,0,0,0
"Germany",1860,0,0,0,0,0,0
"Germany",1861,0,0,0,0,0,0
"Germany",1862,1,0,0,0,0,0
"Germany",1863,1,0,0,0,0,0
"Germany",1864,0,0,0,0,0,0
"Germany",1865,0,0,0,0,0,0
"Germany",1866,0,0,1,0,0,0
"Germany",1867,0,1,1,0,0,0
"Germany",1868,0,0,0,0,0,0
"Germany",1869,0,0,0,0,0,0
"Germany",1870,0,0,0,0,0,0
"Germany",1871,0,0,0,0,0,0
"Germany",1872,2,0,0,0,0,0
"Germany",1873,0,0,1,0,0,0
"Germany",1874,0,0,1,0,0,0
"Germany",1875,0,0,1,0,0,0
"Germany",1876,0,0,1,0,0,0
"Germany",1877,0,0,1,0,0,0
"Germany",1878,0,0,0,0,0,0
"Germany",1879,0,0,0,0,0,0
"Germany",1880,0,0,0,0,0,1
"Germany",1881,0,0,0,0,0,0
"Germany",1882,0,0,0,0,0,0
"Germany",1883,0,0,0,0,0,0
"Germany",1884,0,0,0,0,0,0
"Germany",1885,0,0,0,0,0,0
"Germany",1886,0,0,0,0,0,0
"Germany",1887,0,0,0,0,0,0
"Germany",1888,0,0,0,0,0,0
"Germany",1889,0,0,0,0,0,0
"Germany",1890,0,0,1,0,0,0
"Germany",1891,0,0,1,0,0,1
"Germany",1892,0,0,0,0,0,1
"Germany",1893,0,0,0,0,0,1
"Germany",1894,0,0,0,0,0,1
"Germany",1895,0,0,0,0,0,0
"Germany",1896,0,0,0,0,0,0
"Germany",1897,0,0,0,0,0,0
"Germany",1898,0,0,0,0,0,0
"Germany",1899,0,0,0,0,0,0
"Germany",1900,0,0,0,0,0,0
"Germany",1901,0,0,0,0,0,1
"Germany",1902,0,0,0,0,0,0
"Germany",1903,0,0,0,0,0,0
"Germany",1904,0,0,0,0,0,0
"Germany",1905,0,0,0,0,0,0
"Germany",1906,0,0,0,0,0,0
"Germany",1907,0,0,0,0,0,0
"Germany",1908,0,0,0,0,0,0
"Germany",1909,0,0,0,0,0,0
"Germany",1910,0,0,0,0,0,0
"Germany",1911,0,0,0,0,0,0
"Germany",1912,0,0,0,0,0,0
"Germany",1913,0,0,0,0,0,0
"Germany",1914,0,0,1,0,0,0
"Germany",1915,0,1,1,0,0,0
"Germany",1916,0,1,1,0,0,0
"Germany",1917,0,0,0,0,0,0
"Germany",1918,1,0,1,0,0,0
"Germany",1919,1,1,1,0,0,0
"Germany",1920,1,1,1,0,0,0
"Germany",1921,1,1,1,0,0,0
"Germany",1922,1,1,1,0,0,0
"Germany",1923,1,1,1,0,0,0
"Germany",1924,1,0,0,0,0,0
"Germany",1925,0,0,1,0,0,1
"Germany",1926,0,0,0,0,0,1
"Germany",1927,0,0,0,0,0,0
"Germany",1928,0,0,0,0,0,0
"Germany",1929,0,0,1,0,0,0
"Germany",1930,0,0,1,0,0,0
"Germany",1931,0,0,1,0,0,1
"Germany",1932,0,0,0,0,1,0
"Germany",1933,0,0,0,0,1,0
"Germany",1934,0,0,0,0,1,0
"Germany",1935,0,0,0,0,1,0
"Germany",1936,0,0,0,0,1,0
"Germany",1937,0,0,0,0,1,0
"Germany",1938,0,0,0,0,1,0
"Germany",1939,0,0,0,0,1,0
"Germany",1940,0,0,0,0,1,0
"Germany",1941,0,0,0,0,1,0
"Germany",1942,0,0,0,0,1,0
"Germany",1943,0,0,1,0,1,0
"Germany",1944,0,0,1,0,1,0
"Germany",1945,1,0,1,0,1,0
"Germany",1990,0,0,1,0,0,0
"Germany",1991,0,0,1,0,0,0
"Germany",1992,0,0,1,0,0,0
"Germany",1993,0,0,0,0,0,0
"Germany",1994,0,0,0,0,0,0
"Germany",1995,0,0,0,0,0,0
"Germany",1996,0,0,0,0,0,0
"Germany",1997,1,0,0,0,0,0
"Germany",1998,0,0,0,0,0,0
"Poland",1918,1,0,0,0,0,0
"Poland",1919,1,0,0,0,0,0
"Poland",1920,1,0,0,0,0,0
"Poland",1921,1,0,0,0,0,0
"Poland",1922,1,1,0,0,0,0
"Poland",1923,1,1,1,0,0,0
"Poland",1924,1,1,1,0,0,0
"Poland",1925,0,0,1,0,0,0
"Poland",1926,0,0,0,0,0,0
"Poland",1927,0,0,0,0,0,0
"Poland",1928,0,0,1,0,0,0
"Poland",1929,0,0,1,0,0,0
"Poland",1930,0,0,1,0,0,0
"Poland",1931,0,0,1,0,0,1
"Poland",1932,0,0,0,0,1,1
"Poland",1933,0,0,0,0,1,0
"Poland",1934,0,0,0,0,1,1
"Poland",1935,0,0,0,0,1,0
"Poland",1936,0,0,0,0,1,0
"Poland",1937,0,0,0,0,1,0
"Poland",1938,0,0,0,0,1,0
"Poland",1939,0,0,0,0,1,0
"Poland",1940,0,0,0,0,1,0
"Poland",1941,0,0,0,0,1,0
"Poland",1942,0,0,0,0,1,0
"Poland",1943,0,0,0,0,1,0
"Poland",1944,0,0,0,0,1,0
"Poland",1945,0,0,0,0,1,0
"Poland",1946,0,0,0,0,1,0
"Poland",1947,1,0,0,0,1,0
"Poland",1948,0,0,0,0,1,0
"Poland",1949,0,0,0,0,1,0
"Poland",1950,0,0,0,0,1,0
"Poland",1951,0,0,0,0,1,0
"Poland",1952,0,0,0,0,1,0
"Poland",1953,0,1,0,0,0,0
"Poland",1954,0,0,0,0,0,0
"Poland",1955,0,0,0,0,0,0
"Poland",1956,0,0,0,0,0,0
"Poland",1957,0,0,0,0,0,0
"Poland",1958,0,0,0,0,0,0
"Poland",1959,0,0,0,0,0,0
"Poland",1960,0,0,0,0,0,0
"Poland",1961,0,0,0,0,0,0
"Poland",1962,0,0,0,0,0,0
"Poland",1963,0,0,0,0,0,0
"Poland",1964,0,0,0,0,0,0
"Poland",1965,0,0,0,0,0,0
"Poland",1966,0,0,0,0,0,0
"Poland",1967,0,0,0,0,0,0
"Poland",1968,0,0,0,0,0,0
"Poland",1969,0,0,0,0,0,0
"Poland",1970,0,0,0,0,0,0
"Poland",1971,0,0,0,0,0,0
"Poland",1972,0,0,0,0,0,0
"Poland",1973,0,0,0,0,0,0
"Poland",1974,0,0,0,0,0,0
"Poland",1975,0,0,0,0,0,0
"Poland",1976,0,0,0,0,0,0
"Poland",1977,0,0,0,0,0,0
"Poland",1978,0,0,0,0,0,0
"Poland",1979,1,0,0,0,0,0
"Poland",1980,1,0,0,0,0,0
"Poland",1981,1,1,0,0,1,0
"Poland",1982,1,1,0,0,1,0
"Poland",1983,0,1,0,0,1,0
"Poland",1984,1,1,0,0,1,0
"Poland",1985,1,0,0,0,1,0
"Poland",1986,1,0,0,0,1,0
"Poland",1987,1,1,0,0,1,0
"Poland",1988,1,1,0,0,1,0
"Poland",1989,1,1,0,0,1,0
"Poland",1990,1,1,0,0,1,0
"Poland",1991,1,1,0,0,1,1
"Poland",1992,1,1,0,0,1,1
"Poland",1993,1,1,0,0,1,1
"Poland",1994,0,1,0,0,1,1
"Poland",1995,1,1,0,0,0,1
"Poland",1996,1,0,0,0,0,0
"Poland",1997,1,0,1,0,0,0
"Poland",1998,0,0,1,0,0,0
"Poland",1999,1,0,0,0,0,0
"Poland",2000,0,0,1,0,0,0
"Poland",2001,0,0,1,0,0,0
"Austria",1816,1,1,0,0,1,0
"Austria",1817,1,0,0,0,0,0
"Austria",1818,0,0,0,0,0,0
"Austria",1819,0,0,0,0,0,0
"Austria",1820,0,0,0,0,0,0
"Austria",1821,0,1,0,0,0,0
"Austria",1822,0,0,0,0,0,0
"Austria",1823,0,0,0,0,0,0
"Austria",1824,0,0,0,0,0,0
"Austria",1825,0,0,0,0,0,0
"Austria",1826,0,0,0,0,0,0
"Austria",1827,0,1,0,0,0,0
"Austria",1828,0,1,0,0,0,0
"Austria",1829,0,0,0,0,0,0
"Austria",1830,0,0,0,0,0,0
"Austria",1831,0,0,0,0,0,0
"Austria",1832,0,0,0,0,0,0
"Austria",1833,0,0,0,0,0,0
"Austria",1834,0,0,0,0,0,0
"Austria",1835,0,0,0,0,0,0
"Austria",1836,0,0,0,0,0,0
"Austria",1837,0,0,0,0,0,0
"Austria",1838,0,0,0,0,0,0
"Austria",1839,0,0,0,0,0,0
"Austria",1840,0,0,0,0,0,0
"Austria",1841,0,0,0,0,0,0
"Austria",1842,0,0,0,0,0,0
"Austria",1843,0,0,0,0,0,0
"Austria",1844,0,0,0,0,0,0
"Austria",1845,0,1,0,0,0,0
"Austria",1846,0,1,0,0,0,0
"Austria",1847,0,1,0,0,0,0
"Austria",1848,0,0,0,0,0,0
"Austria",1849,0,0,0,0,0,0
"Austria",1850,1,0,0,0,0,0
"Austria",1851,1,0,0,0,0,0
"Austria",1852,0,0,0,0,0,0
"Austria",1853,1,0,0,0,0,0
"Austria",1854,0,1,0,0,0,0
"Austria",1855,0,0,0,0,0,0
"Austria",1856,1,0,0,0,0,0
"Austria",1857,0,0,0,0,0,0
"Austria",1858,0,0,0,0,0,0
"Austria",1859,1,0,0,0,0,0
"Austria",1860,1,1,0,0,0,0
"Austria",1861,0,0,0,0,0,0
"Austria",1862,0,0,0,0,0,0
"Austria",1863,1,0,0,0,0,0
"Austria",1864,0,0,0,0,0,0
"Austria",1865,0,0,0,0,0,0
"Austria",1866,1,1,0,0,0,0
"Austria",1867,0,1,0,0,0,0
"Austria",1868,0,0,0,0,1,0
"Austria",1869,0,0,0,0,1,0
"Austria",1870,0,1,0,0,1,0
"Austria",1871,0,0,0,0,0,0
"Austria",1872,0,0,0,0,0,0
"Austria",1873,0,0,0,0,0,1
"Austria",1874,0,0,0,0,0,0
"Austria",1875,0,0,0,0,0,0
"Austria",1876,0,1,0,0,0,0
"Austria",1877,0,0,0,0,0,0
"Austria",1878,0,0,0,0,0,0
"Austria",1879,0,0,0,0,0,0
"Austria",1880,0,0,0,0,0,0
"Austria",1881,0,0,0,0,0,0
"Austria",1882,0,0,0,0,0,0
"Austria",1883,0,0,0,0,0,0
"Austria",1884,0,0,0,0,0,0
"Austria",1885,0,0,0,0,0,0
"Austria",1886,0,0,0,0,0,0
"Austria",1887,0,0,0,0,0,0
"Austria",1888,0,0,0,0,0,0
"Austria",1889,0,0,0,0,0,0
"Austria",1890,0,0,0,0,0,0
"Austria",1891,0,0,0,0,0,0
"Austria",1892,0,0,0,0,0,0
"Austria",1893,0,0,0,0,0,0
"Austria",1894,0,0,0,0,0,0
"Austria",1895,0,0,0,0,0,0
